text,label,clean_text,emoji_count,tweet_length,has_negation,emoji_count
"#اليوم_السابع | أستاذ بـ""حقوق #القاهرة"": تشرفت بالتدريس للرئيس #عدلى_منصور",OBJ,# اليوم_السابع | أستاذ من حقوق # القاهرة من : تشرفت بالتدريس للرئيس # عدلى_منصور,0,15,0,0
#خلق_جميل نقول الحمد لله على كل حاجة لأن ربنا مش بيعمل حاجة وحشة أبدا,POS,# خلق_جميل نقول الحمد لله حاجة لن ربنا مش NEG_بيعمل حاجة وحشة أبدا,0,13,1,0
"سبع دروس مستفادة خرجنا بها من حلقة ""دردشة تيوب"" التي أذيعت الأحد الماضي عن اهتمامات الشباب العربي على الإنترنت",OBJ,دروس استفادة خرجنا حلقة من دردشة تيوب من بيعت الحد الماضي اهتمامات الشباب العربي الإنترنت,0,15,0,0
مفيش #ولد مش بيـבـب #البنات ، بس فيــہ #رآجل اقتنع أن #وآבـده بس #مگفيآه #اعقل_مجنونه,OBJ,مفيش # ولد مش NEG_بيבب # البنات من في # رجل اقتنع من # وءءבده # مگفيءءه # اعقل_مجنونه,0,19,1,0
مؤتمر الدفاع عن الدستور، يوم الأحد 9 سبتمبر في الساعة 6 مساء، ساقية الصاوي، نرجو الحضور ونشر الدعوة,OBJ,مؤتمر الدفاع الدستور يوم الحد 9 الساعة 6 مساء ساقية الزاوية نرجو الحضور ونشر الدعوة,0,15,0,0
سخرية القدر ان الاخوان بارهابهم حينجحوا #السيسي و الدولة بغباءها حتنجح #حمدين #مصر 6 #6ابريل,NEUTRAL,سخرية القدر ان الاخوان بارهابهم ينجحوا # السيسي الدولة بغباء تنجح # مدين # مصر 6 # ابريل,0,18,0,0
ويبقى دائما السؤال: لما إنت جامد قوي ومفترض إن المعارضين بيموتوا بغيظهم شاغل نفسك بيهم ليه ما بتستمتعش بحلاوة إنجازاتكالإجابة:لأنك فاشل,NEG,ويبقى دائما السؤال : أنت جامد قوي مفترض من المعارضين يموتوا بينهم شاغل نفسك بيهم ليه NEG_بتستمتعش حلاوة ءنجازاتكالءجابة : لأنك فاشل,0,22,1,0
هدف #المصري في مرمى المنيا لايهاب المصري في الدقيقة 61 من #المباراة,OBJ,هدف # المصري مرمى الدنيا ايهاب المصري الدقيقة 61 # المباراة,0,11,0,0
رصد | قرية الخياطة بمحافظة #دمياط تحتفل في الواحدة صباحا بخروج اثنين من #2011,OBJ,رصد | قرية الخياطة محافظة # دماء تحتفل الواحدة صباحا بخروج # 2011,0,13,0,0
أكتر شيء يهمني معرفته هل ده مشروع إستقلال حقيقي ولا كارت مفاوضات في نفس التوكيل؟,NEUTRAL,أكتر شيء يهمني معرفته ده مشروع استقلال حقيقي كارت مفاوضات التوكيل,0,11,0,0
"#رصد| خاص | أولتراس جامعة #حلوان يجوب الجامعة قبل بدء فعالية مولد ""سيدك #السيسي""",OBJ,# رصد خاص | التراس جامعة # حيوان يجوب الجامعة بدء فعالية مولد من سيدك # السيسي من,0,18,0,0
5ج وأنعت الرئيس بعد الحشد المذهبي والطائفي برئيس التكفيريين المنتخب، يمتنع تشويه موقفي وتحويله بعبث إلى أي شيء غير رفض المذهبية والتكفير,NEG,زج وصنعت الرئيس الحشد الذهبي والطاءفي برايس التنفيذيين المنتخب يمتنع تشويه موقفي وتحويله تعبث على في شيء NEG_رفض الذهبية والتفكير,0,20,1,0
سعد نبيهة,OBJ,سعد نبيلة,0,2,0,0
طفل #زملكاوى عقب مباراة بتروجيت,OBJ,طفل # زملائى عقب مباراة بتوجيه,0,6,0,0
الهتافات تتصاعد فى المحلة ضد الإعلان الدستورى والرئيس مرسي,OBJ,الهتافات تتصاعد فى الرحلة ضد الإعلان الدستورى والرئيس مرسي,0,9,0,0
الناس لازم تحس إن 30 يونيو جت عليهم بفايدة على المستوى الإقتصادي والاجتماعي#يوسف_الحسيني #نقطة_لقاء، # #مص #…,POS,الناس لازم تحس من 30 جت عليهم بفائدة المستوى الاقتصادي الاجتماعي # يوسف_الحسيني # نقطة_لقاء، # # مص # من,0,20,0,0
"إصابة سيدة فى مشاجرة بين ""شيخ بلد ومساعد شرطة"" بالأسلحة النارية بـ #بني_سويف #مصر التفاصيل على",OBJ,عصابة سيدة فى مشاجرة من شيخ بلد ومساعد شرطة من بالأسلحة النارية # بني_سويف # مصر التفاصيل,0,17,0,0
"""_: خاف #النظام منه فضيع عينهكمل تحقيق حلمه فاعتقلوهخرج و كمل طريقه فقتلوه #باسم_محسن حكاية #ثورة",POS,من _ : خاف # النظام فضيع عينهم تحقيق حلمه فاعتقلوهخرج كمل طريقه قتلوه # باسم_محسن حكاية # ثورة,0,19,0,0
#الكويت #السعوديه #البحرين #قطر #ا?مارات #عمان #العراق #مصر #تونس #الجزائر #المغرب #ا?ردن #السودان #لبنان 21,OBJ,# الكويت # السعوديه # البحرين # قطر # ? مرات # عمان # العراق # مصر # تونس # الجزار # المغرب # ? رد # السودان # لبنان 21,0,31,0,0
اتقي ربنا فيا بزياده حس بيا لوزير #التربيه_والتعليم #ثانوية_عامة,OBJ,ابقي ربنا فيا بزياده حس بيا لوزير # التربيه_والتعليم # ثانوية_عامة,0,11,0,0
هامش للديمقراطية طيور الظلام وأصوات الديمقراطية فى صحف وحوليات التاريخ - عمرو حمزاوي - بوابة الشروق,OBJ,هامش للديمقراطية طيور الظلام وأصوات الديمقراطية فى صحف كحوليات التاريخ - عمرو مزاجي - بوابة الشروق,0,16,0,0
اللى عايز يساعد غزة محتاجين جراحين مخ وأعصاب،أوعية دموية،عظام السفر بمعرفة اتحاد الأطباءالعرب التواصل مع دهشام,OBJ,اللى عايز يساعد غزة محتاجين جراحين مخ وءعصاب،ءوعية دموية،عظام السفر بمعرفة اتحاد الءطباءالعرب التواصل هشام,0,15,0,0
مقال دعمرو حمزاوي -جريدة الوطن -مبادرة للخروج من الأزمة,OBJ,مقال عمرو مزاجي جريدة الوطن مبادرة للخروج الأزمة,0,8,0,0
د أبو الفتوح: الحكومة الإسرائيلية تطيل أمد الصراع مع الفلسطينيين لأنه لا يمكنهم الاستمرار و التماسك بدون هذا,NEG,بو المفتوح : الحكومة الإسرائيلية تطيل مد الصراع الفلسطينيين لأنه NEG_يمكنهم الاستمرار التماسك بدون NEG_هذا,0,15,1,0
شاهد - د جلال أمين ضيف آخر كلام في محاولة لشرح ما يحدث للمصريين الآن,OBJ,شاهد - جلال آمين ضيف آخر كلام محاولة لشرح NEG_يحدث المصريين الآن,0,12,1,0
مع حفظ الألقاب، منى الطحاوي وسامح موريس وخالد حنفي ومحمد العدل وبسمة ونادر السيد ومصطفى سعيد في آخر كلام 11م,OBJ,حفظ الألقاب منى الطحالي وسام موريس وخالد أنفي ومحمد العدل بسمة ونادر السيد مصطفى سعيد آخر كلام لم,0,18,0,0
"النهارده ، في تحقيق استقصائي عبقري عن الفساد في البورصة في ""المصري""للأسف هيتوه في زحمة الأحداث",POS,النهارده من تحقيق استقصاء عبقري الفساد البورصة من المصري من للأسف يتوه زحمة الأحداث,0,14,0,0
واخيرا بعد غياب 3 اسابيع يعود قطع النور من جديد #النور_قطع =,OBJ,واخيرا غياب 3 اسابيع يعود قطع النور جديد # النور_قطع =,0,11,0,0
إستمرار الحراك الطلابي بـ #جامعة_المنصورة #مفيش_عساكر_يحكمونا,NEG,استمرار الحراك الطلابي # جامعة_المنصورة # مفيش_عساكر_يحكمونا,0,7,0,0
#يوميات #انسان #سوري ؛ هذه #الصور اصبحت من ابجديات #الحياة في #سوريا ويبدوا ان #العالم اعتاد عليها والفها ! #حمص #حلب …,OBJ,# يوميات # انسان # سوري من # الصور اصبحت الجنيات # الحياة # سوريا ويبدوا ان # العالم اعتاد عليها والدها ! # حمص # حلب من,0,28,0,0
قرية الهلال الأحمر بأسوانمرافق كاملة متكاملةمع إيقاف التشغيل #السادة_المحترمون,OBJ,قرية الهلال الأحمر بءسوانمرافق كاملة متكاملة إيقاف التشغيل # السادة_المحترمون,0,10,0,0
نعتذر عن تأجيل الملتقي الشهري للوسط وكان مفترض استضافه المستشار البشري لظروف خاصه __,OBJ,نعتذر تسجيل الملتقى الشهري للوسط وكان مفترض استضافة المستشار البشري لظروف خاصه من,0,13,0,0
7_ أكبر معوقة وخازوق أخذناه كان من الإخوان أنا شايف كده واليوم يجب أن نكمل المشوار دونهم,NEG,من أكبر معلقة خازوق أخذناه الأخوان أنا شايف كده واليوم يجب من نكمل المشوار دونهم,0,15,0,0
الراجل بتاع الامن بينف بمعدل نفتين كل ٧ دقايق فتحنا الشبابيك عشان السقعة راحت واشتكينا مراراً وتكراراً ليه عموم الشعب معفن #…,NEG,الراجل بتاع الامن بين بمعدل شفتين ٧ دقايق فتحنا الشبابيك عشان الساعة راحت واشترينا مرارا وتكرارا ليه عموم الشعب معفن # من,0,22,0,0
هذا هو حال جمهور الهلال وهو يناضر جمهور النصر يحتفل بالكاس #النصر_الهلال,OBJ,حال جمهور الهلال يناير جمهور النصر يحتفل بالكأس # النصر_الهلال,0,10,0,0
